order_id,order_date,customer_id,customer_segment,customer_city,customer_country,warehouse_id,warehouse_city,product_category,product_weight_kg,order_value_usd,shipping_method,carrier,distance_km,promised_delivery_days,actual_delivery_days,delivery_status,late_delivery,delivery_delay_days,shipping_cost_usd,package_size,payment_method,order_priority,weather_condition,customer_rating,return_requested,return_reason,delivery_attempts,warehouse_processing_hours,tracking_status,order_day,order_month,shipping_cost_per_kg,delivery_variance_days,delivery_performance
ORD-036658,2026-01-02,CUS-003049,Enterprise,Austin,United States,WH-001,New York,Fashion,0.89,281.95,Express,EagleCourier,581.2,2,2,Delivered,No,0,35.45,Medium,Credit Card,Normal,Cloudy,5,No,Not returned,1,13.3,Delivered,Friday,1,39.831460674157306,0,On-time
ORD-036659,2026-09-25,CUS-001127,Consumer,Leeds,United Kingdom,WH-007,Paris,Health & Personal Care,1.06,10.0,Express,ParcelPro,2317.0,3,4,Delivered,Yes,1,88.52,Medium,Digital Wallet,Low,Cloudy,3,Yes,Product Defect,1,46.4,Delivered,Friday,9,83.50943396226414,1,Delayed
ORD-036660,2026-07-29,CUS-004514,Consumer,Brisbane,Australia,WH-006,Berlin,Office Supplies,0.31,131.11,Standard,PrimeDelivery,380.9,4,4,Delivered,No,0,10.01,Small,Bank Transfer,Normal,Cloudy,4,Yes,Late Delivery,1,28.0,Delivered,Wednesday,7,32.29032258064516,0,On-time
ORD-036661,2026-11-26,CUS-006300,Consumer,Kolkata,India,WH-001,New York,Health & Personal Care,0.65,41.74,Express,PrimeDelivery,5159.8,5,7,Delivered,Yes,2,235.7,Medium,Credit Card,Normal,Extreme Heat,3,No,Not returned,1,26.2,Delivered,Thursday,11,362.6153846153846,2,Delayed
ORD-036662,2026-04-06,CUS-001582,Consumer,Los Angeles,United States,WH-009,Dubai,Grocery,0.94,70.9,Economy,SpeedyCargo,1380.1,9,13,In Transit,Yes,4,25.8,Medium,PayPal,Low,Snow,2,No,Not returned,1,44.7,In Transit,Monday,4,27.4468085106383,4,Delayed
ORD-036663,2026-01-08,CUS-002893,Consumer,Houston,United States,WH-006,Berlin,Fashion,0.1,60.35,Standard,BlueRoute,1983.6,5,5,Delivered,No,0,48.92,Medium,Digital Wallet,Low,Extreme Heat,4,No,Not returned,1,5.5,Delivered,Thursday,1,489.2,0,On-time
ORD-036664,2026-01-18,CUS-003674,Consumer,Los Angeles,United States,WH-001,New York,Grocery,0.93,57.31,International,EagleCourier,4630.4,12,12,Delivered,No,0,269.51,Medium,Digital Wallet,Normal,Clear,4,No,Not returned,1,26.4,Delivered,Sunday,1,289.79569892473114,0,On-time
ORD-036665,2026-06-12,CUS-002431,Small Business,Melbourne,Australia,WH-001,New York,Automotive,0.1,466.59,Express,ParcelPro,2370.9,3,3,Delivered,No,0,78.32,Small,PayPal,Normal,Clear,4,No,Not returned,1,11.6,Delivered,Friday,6,783.1999999999999,0,On-time
ORD-036666,2026-08-08,CUS-004480,Small Business,Quebec City,Canada,WH-002,Los Angeles,Electronics,1.56,1260.41,Standard,SwiftShip,5366.0,8,10,Delivered,Yes,2,233.9,Large,Debit Card,Normal,Cloudy,3,No,Not returned,1,8.7,Delivered,Saturday,8,149.93589743589743,2,Delayed
ORD-036667,2026-10-19,CUS-002798,Enterprise,Adelaide,Australia,WH-001,New York,Electronics,0.7,1132.25,Standard,ParcelPro,6212.9,8,10,Delivered,Yes,2,172.7,Medium,PayPal,Normal,Rain,3,Yes,Not as Described,2,17.1,Delivered,Monday,10,246.71428571428572,2,Delayed
ORD-036668,2026-03-26,CUS-005003,Consumer,Singapore,Singapore,WH-005,London,Sports & Fitness,0.1,73.05,Same Day,BlueRoute,1472.7,1,1,Delivered,No,0,81.06,Small,Debit Card,Normal,Extreme Heat,3,No,Not returned,2,22.2,Delivered,Thursday,3,810.6,0,On-time
ORD-036669,2026-02-18,CUS-002169,Consumer,Munich,Germany,WH-008,Sydney,Health & Personal Care,0.29,52.54,Standard,EagleCourier,293.3,4,6,Delivered,Yes,2,11.26,Small,PayPal,Low,Snow,2,Yes,Not as Described,1,9.1,Delivered,Wednesday,2,38.827586206896555,2,Delayed
ORD-036670,2026-08-27,CUS-001396,Premium,Medina,Saudi Arabia,WH-002,Los Angeles,Fashion,1.22,17.24,Standard,SwiftShip,3857.9,7,9,Delivered,Yes,2,122.46,Medium,Bank Transfer,Normal,Cloudy,4,No,Not returned,1,17.0,Delivered,Thursday,8,100.37704918032786,2,Delayed
ORD-036671,2026-03-16,CUS-006301,Consumer,San Antonio,United States,WH-004,Toronto,Beauty,0.56,10.0,Express,SpeedyCargo,1158.2,3,4,In Transit,Yes,1,53.88,Medium,Debit Card,Normal,Rain,1,No,Not returned,1,22.4,In Transit,Monday,3,96.21428571428571,1,Delayed
ORD-036672,2026-04-25,CUS-005298,Consumer,Montreal,Canada,WH-002,Los Angeles,Electronics,7.12,638.78,Express,EagleCourier,1656.2,3,3,Delivered,No,0,135.68,Oversized,Credit Card,Normal,Cloudy,5,No,Not returned,1,14.3,Delivered,Saturday,4,19.0561797752809,0,On-time
ORD-036673,2026-09-19,CUS-006262,Enterprise,Cologne,Germany,WH-006,Berlin,Automotive,8.74,1697.82,International,SpeedyCargo,149.1,10,11,Delivered,Yes,1,43.56,Large,Bank Transfer,Normal,Clear,3,No,Not returned,1,21.9,Delivered,Saturday,9,4.983981693363845,1,Delayed
ORD-036674,2026-07-24,CUS-005238,Enterprise,Berlin,Germany,WH-009,Dubai,Pet Supplies,4.85,80.16,Standard,PrimeDelivery,586.6,4,4,In Transit,No,0,36.48,Large,Digital Wallet,High,Clear,5,No,Not returned,2,12.5,In Transit,Friday,7,7.521649484536082,0,On-time
ORD-036675,2026-03-29,CUS-000629,Consumer,Seville,Spain,WH-004,Toronto,Books,0.94,36.17,Standard,GlobalExpress,588.6,4,4,In Transit,No,0,24.36,Medium,Credit Card,Normal,Clear,4,No,Not returned,2,3.2,In Transit,Sunday,3,25.914893617021278,0,On-time
ORD-036676,2026-09-12,CUS-003298,Premium,Yokohama,Japan,WH-005,London,Books,0.85,63.28,Express,GlobalExpress,851.3,2,2,Delivered,No,0,57.37,Large,Debit Card,Normal,Cloudy,3,No,Not returned,1,6.4,Delivered,Saturday,9,67.49411764705883,0,On-time
ORD-036677,2026-12-07,CUS-002818,Consumer,Nice,France,WH-007,Paris,Home & Kitchen,7.33,78.14,Express,FastTrack Logistics,2799.9,3,4,Delivered,Yes,1,150.81,Large,PayPal,Low,Storm,3,No,Not returned,1,17.1,Delivered,Monday,12,20.574351978171897,1,Delayed
ORD-036678,2026-05-31,CUS-005594,Consumer,New York,United States,WH-002,Los Angeles,Books,0.1,38.25,International,PrimeDelivery,4176.5,12,15,Delivered,Yes,3,188.49,Small,Bank Transfer,High,Cloudy,2,No,Not returned,1,8.4,Delivered,Sunday,5,1884.9,3,Delayed
ORD-036679,2026-05-05,CUS-002743,Consumer,Nice,France,WH-002,Los Angeles,Electronics,4.1,14.61,International,GlobalExpress,581.9,10,9,Delivered,No,0,74.49,Large,Cash on Delivery,Urgent,Rain,4,Yes,Not as Described,1,1.2,Delivered,Tuesday,5,18.16829268292683,-1,Early
ORD-036680,2026-12-26,CUS-002602,Enterprise,Adelaide,Australia,WH-009,Dubai,Home & Kitchen,0.1,199.12,Economy,PrimeDelivery,4132.2,10,14,Delivered,Yes,4,84.75,Medium,Cash on Delivery,Normal,Rain,2,No,Not returned,1,16.2,Delivered,Saturday,12,847.5,4,Delayed
ORD-036681,2026-06-23,CUS-002853,Consumer,Phoenix,United States,WH-002,Los Angeles,Home & Kitchen,6.19,322.47,International,BlueRoute,3798.8,12,14,Delivered,Yes,2,304.6,Large,Debit Card,High,Clear,3,No,Not returned,1,4.5,Delivered,Tuesday,6,49.20840064620356,2,Delayed
ORD-036682,2026-01-26,CUS-002476,Consumer,Ottawa,Canada,WH-005,London,Pet Supplies,0.1,127.37,International,SwiftShip,2387.3,11,14,Delivered,Yes,3,105.02,Small,Credit Card,Normal,Rain,3,No,Not returned,1,8.7,Delivered,Monday,1,1050.1999999999998,3,Delayed
ORD-036683,2026-06-27,CUS-000093,Consumer,Osaka,Japan,WH-001,New York,Toys,0.45,11.78,Standard,ParcelPro,1423.6,5,5,In Transit,No,0,29.51,Small,Digital Wallet,Normal,Rain,4,No,Not returned,1,11.1,In Transit,Saturday,6,65.57777777777778,0,On-time
ORD-036684,2026-06-15,CUS-004677,Small Business,Marseille,France,WH-002,Los Angeles,Health & Personal Care,0.1,63.4,Economy,SpeedyCargo,1548.9,9,9,Delivered,No,0,24.47,Small,Credit Card,High,Clear,4,No,Not returned,1,7.5,Delivered,Monday,6,244.7,0,On-time
ORD-036685,2026-08-29,CUS-002088,Enterprise,Ahmedabad,India,WH-002,Los Angeles,Books,0.1,91.43,International,GlobalExpress,6191.1,13,16,Delivered,Yes,3,318.19,Small,Credit Card,Low,Cloudy,4,Yes,Changed Mind,1,47.1,Delivered,Saturday,8,3181.8999999999996,3,Delayed
ORD-036686,2026-12-12,CUS-000255,Consumer,Dubai,United Arab Emirates,WH-002,Los Angeles,Sports & Fitness,0.1,18.18,International,SpeedyCargo,3806.4,12,17,Delivered,Yes,5,171.81,Small,Debit Card,Normal,Storm,3,No,Not returned,1,4.8,Delivered,Saturday,12,1718.1,5,Delayed
ORD-036687,2026-05-26,CUS-000265,Consumer,Lahore,Pakistan,WH-010,Singapore,Grocery,1.05,29.25,Standard,EagleCourier,1247.1,5,8,Delivered,Yes,3,35.29,Medium,Credit Card,Normal,Snow,3,No,Not returned,1,14.0,Delivered,Tuesday,5,33.60952380952381,3,Delayed
ORD-036688,2026-05-13,CUS-004972,Enterprise,Montreal,Canada,WH-002,Los Angeles,Fashion,0.19,81.1,Economy,PrimeDelivery,4778.3,11,12,Delivered,Yes,1,78.5,Small,Cash on Delivery,Normal,Rain,2,Yes,Late Delivery,1,29.2,Delivered,Wednesday,5,413.1578947368421,1,Delayed
ORD-036689,2026-08-29,CUS-005303,Consumer,Hobart,Australia,WH-009,Dubai,Office Supplies,0.66,94.46,Express,FastTrack Logistics,2925.8,3,3,Delivered,No,0,134.81,Medium,Bank Transfer,Normal,Rain,4,No,Not returned,2,7.5,Delivered,Saturday,8,204.25757575757575,0,On-time
ORD-036690,2026-06-30,CUS-006349,Consumer,Edmonton,Canada,WH-003,Chicago,Electronics,0.1,1284.54,Same Day,BlueRoute,1504.0,2,2,Delivered,No,0,112.69,Medium,PayPal,Normal,Rain,5,No,Not returned,1,24.5,Delivered,Tuesday,6,1126.8999999999999,0,On-time
ORD-036691,2026-07-28,CUS-002518,Consumer,Dallas,United States,WH-007,Paris,Fashion,1.23,10.0,Standard,SpeedyCargo,940.8,5,7,Delivered,Yes,2,32.79,Medium,PayPal,Low,Storm,3,No,Not returned,1,7.8,Delivered,Tuesday,7,26.65853658536585,2,Delayed
ORD-036692,2026-10-01,CUS-003182,Enterprise,Dusseldorf,Germany,WH-002,Los Angeles,Electronics,6.52,76.72,Standard,EagleCourier,1370.7,5,6,Delivered,Yes,1,56.81,Large,PayPal,Normal,Cloudy,3,No,Not returned,1,6.7,Delivered,Thursday,10,8.71319018404908,1,Delayed
ORD-036693,2026-12-03,CUS-005337,Consumer,Bangalore,India,WH-007,Paris,Grocery,3.13,83.37,Standard,ParcelPro,2626.1,6,7,Delivered,Yes,1,97.6,Large,PayPal,Normal,Clear,3,Yes,Product Defect,1,14.6,Delivered,Thursday,12,31.182108626198083,1,Delayed
ORD-036694,2026-02-25,CUS-000336,Consumer,Lyon,France,WH-007,Paris,Toys,0.64,35.88,Express,BlueRoute,1517.6,3,3,Delivered,No,0,59.57,Medium,Cash on Delivery,Normal,Extreme Heat,5,No,Not returned,2,7.5,Delivered,Wednesday,2,93.078125,0,On-time
ORD-036695,2026-01-17,CUS-002075,Consumer,Quebec City,Canada,WH-003,Chicago,Home & Kitchen,0.1,10.0,International,BlueRoute,3547.8,12,14,Delivered,Yes,2,156.08,Small,PayPal,High,Clear,3,No,Not returned,1,10.5,Delivered,Saturday,1,1560.8,2,Delayed
ORD-036696,2026-02-18,CUS-005939,Consumer,Marseille,France,WH-001,New York,Health & Personal Care,0.1,30.52,Standard,SpeedyCargo,1993.9,5,4,Delivered,No,0,44.46,Small,Debit Card,Normal,Cloudy,4,No,Not returned,1,27.9,Delivered,Wednesday,2,444.59999999999997,-1,Early
ORD-036697,2026-02-11,CUS-001761,Consumer,Naples,Italy,WH-007,Paris,Automotive,0.1,231.43,Express,EagleCourier,3098.9,4,5,Delivered,Yes,1,106.37,Small,PayPal,Normal,Storm,3,No,Not returned,1,7.1,Delivered,Wednesday,2,1063.7,1,Delayed
ORD-036698,2026-09-05,CUS-003632,Consumer,Calgary,Canada,WH-007,Paris,Toys,0.91,10.0,Economy,GlobalExpress,4166.1,10,11,Delivered,Yes,1,79.6,Medium,Debit Card,High,Cloudy,2,No,Not returned,1,14.9,Delivered,Saturday,9,87.47252747252746,1,Delayed
ORD-036699,2026-09-20,CUS-006079,Small Business,Cologne,Germany,WH-008,Sydney,Home & Kitchen,5.25,303.3,Same Day,SwiftShip,1150.2,1,1,Delivered,No,0,136.99,Large,Debit Card,Low,Clear,4,No,Not returned,1,28.4,Delivered,Sunday,9,26.093333333333334,0,On-time
ORD-036700,2026-12-26,CUS-000701,Consumer,Rome,Italy,WH-003,Chicago,Electronics,1.75,13.52,Standard,SwiftShip,2218.2,5,5,Delivered,No,0,74.26,Large,Cash on Delivery,Low,Clear,5,No,Not returned,1,46.9,Delivered,Saturday,12,42.434285714285714,0,On-time
ORD-036701,2026-08-05,CUS-005883,Small Business,Ahmedabad,India,WH-006,Berlin,Fashion,1.03,92.9,Express,GlobalExpress,2875.2,3,3,Delivered,No,0,112.92,Medium,Debit Card,Normal,Cloudy,4,No,Not returned,1,21.7,Delivered,Wednesday,8,109.63106796116504,0,On-time
ORD-036702,2026-07-30,CUS-000968,Small Business,Dubai,United Arab Emirates,WH-004,Toronto,Fashion,1.23,41.28,International,FastTrack Logistics,3439.7,12,11,Delivered,No,0,192.51,Medium,Cash on Delivery,High,Cloudy,4,No,Not returned,1,12.0,Delivered,Thursday,7,156.5121951219512,-1,Early
ORD-036703,2026-02-16,CUS-002836,Consumer,San Antonio,United States,WH-003,Chicago,Sports & Fitness,2.45,169.52,Standard,ParcelPro,739.5,4,4,Delivered,No,0,34.92,Large,Bank Transfer,High,Clear,4,Yes,Damaged Package,1,11.7,Delivered,Monday,2,14.253061224489796,0,On-time
ORD-036704,2026-06-27,CUS-002161,Small Business,Leeds,United Kingdom,WH-005,London,Automotive,15.92,15.44,Economy,SpeedyCargo,1268.0,9,8,Delivered,No,0,57.72,Oversized,Debit Card,High,Cloudy,4,No,Not returned,1,5.2,Delivered,Saturday,6,3.6256281407035176,-1,Early
ORD-036705,2026-10-29,CUS-005617,Consumer,Leeds,United Kingdom,WH-001,New York,Fashion,0.79,107.14,Express,EagleCourier,2224.8,3,4,Delivered,Yes,1,83.03,Medium,PayPal,Low,Snow,3,No,Not returned,1,44.5,Delivered,Thursday,10,105.10126582278481,1,Delayed
ORD-036706,2026-11-21,CUS-000017,Consumer,Quebec City,Canada,WH-004,Toronto,Fashion,0.3,10.0,Standard,SwiftShip,299.6,4,3,Delivered,No,0,9.9,Small,Credit Card,Urgent,Cloudy,4,No,Not returned,1,6.6,Delivered,Saturday,11,33.0,-1,Early
ORD-036707,2026-07-20,CUS-002793,Consumer,Houston,United States,WH-007,Paris,Fashion,0.7,89.28,Economy,SwiftShip,1868.3,9,12,Delivered,Yes,3,32.81,Medium,PayPal,Normal,Snow,2,No,Not returned,1,8.7,Delivered,Monday,7,46.87142857142858,3,Delayed
ORD-036708,2026-06-24,CUS-001426,Consumer,Medina,Saudi Arabia,WH-008,Sydney,Beauty,0.77,10.26,International,SwiftShip,1742.7,11,12,Delivered,Yes,1,124.8,Large,Credit Card,Low,Clear,4,No,Not returned,1,27.6,Delivered,Wednesday,6,162.07792207792207,1,Delayed
ORD-036709,2026-10-20,CUS-006151,Premium,Karachi,Pakistan,WH-001,New York,Fashion,0.1,221.1,Express,SpeedyCargo,2652.5,3,3,Delivered,No,0,95.36,Small,Credit Card,High,Snow,4,No,Not returned,1,8.4,Delivered,Tuesday,10,953.5999999999999,0,On-time
ORD-036710,2026-04-19,CUS-003763,Consumer,San Diego,United States,WH-002,Los Angeles,Beauty,0.49,20.86,Standard,GlobalExpress,731.0,4,4,Delivered,No,0,21.14,Small,Credit Card,High,Clear,4,No,Not returned,1,12.8,Delivered,Sunday,4,43.142857142857146,0,On-time
ORD-036711,2026-07-18,CUS-005917,Small Business,Marseille,France,WH-007,Paris,Fashion,2.28,10.0,International,EagleCourier,398.3,10,15,In Transit,Yes,5,39.04,Large,Credit Card,Normal,Storm,3,No,Not returned,2,5.8,In Transit,Saturday,7,17.12280701754386,5,Delayed
ORD-036712,2026-03-26,CUS-005862,Consumer,Nice,France,WH-005,London,Pet Supplies,0.86,94.98,International,SpeedyCargo,2930.8,11,9,Delivered,No,0,152.18,Medium,PayPal,Urgent,Extreme Heat,4,No,Not returned,1,8.0,Delivered,Thursday,3,176.95348837209303,-2,Early
ORD-036713,2026-09-23,CUS-000317,Premium,San Diego,United States,WH-005,London,Home & Kitchen,0.36,922.56,International,SwiftShip,4766.7,12,13,Delivered,Yes,1,243.41,Small,PayPal,High,Extreme Heat,2,No,Not returned,1,3.4,Delivered,Wednesday,9,676.1388888888889,1,Delayed
ORD-036714,2026-01-25,CUS-002672,Consumer,Singapore,Singapore,WH-007,Paris,Health & Personal Care,0.37,10.51,Standard,FastTrack Logistics,2027.8,5,5,Delivered,No,0,42.83,Small,Debit Card,High,Cloudy,4,No,Not returned,1,2.9,Delivered,Sunday,1,115.75675675675676,0,On-time
ORD-036715,2026-01-16,CUS-002228,Enterprise,Berlin,Germany,WH-001,New York,Health & Personal Care,0.79,38.78,Standard,EagleCourier,582.1,4,5,Delivered,Yes,1,22.41,Medium,Debit Card,Normal,Rain,3,No,Not returned,1,24.0,Delivered,Friday,1,28.367088607594937,1,Delayed
ORD-036716,2026-12-24,CUS-003721,Consumer,Edmonton,Canada,WH-002,Los Angeles,Health & Personal Care,1.0,72.82,Standard,BlueRoute,3421.5,6,9,Delivered,Yes,3,99.57,Medium,Debit Card,Low,Snow,3,Yes,Not as Described,1,23.5,Delivered,Thursday,12,99.57,3,Delayed
ORD-036717,2026-05-07,CUS-000059,Consumer,The Hague,Netherlands,WH-009,Dubai,Grocery,1.81,90.36,Express,SwiftShip,1408.5,3,2,Delivered,No,0,66.98,Medium,PayPal,High,Cloudy,4,Yes,Product Defect,2,11.5,Delivered,Thursday,5,37.005524861878456,-1,Early
ORD-036718,2026-12-16,CUS-004961,Small Business,New York,United States,WH-001,New York,Home & Kitchen,2.28,538.77,Standard,PrimeDelivery,42.6,4,4,Delivered,No,0,12.62,Large,Debit Card,Urgent,Rain,4,No,Not returned,1,6.0,Delivered,Wednesday,12,5.535087719298246,0,On-time
ORD-036719,2026-06-06,CUS-005491,Consumer,Calgary,Canada,WH-007,Paris,Beauty,0.75,69.36,Standard,FastTrack Logistics,3122.3,6,10,Delivered,Yes,4,91.23,Medium,Credit Card,Low,Snow,3,No,Not returned,1,14.2,Delivered,Saturday,6,121.64,4,Delayed
ORD-036720,2026-12-10,CUS-004802,Small Business,Liverpool,United Kingdom,WH-006,Berlin,Sports & Fitness,3.03,78.35,Standard,EagleCourier,2892.8,6,7,Delivered,Yes,1,108.89,Large,Cash on Delivery,Normal,Cloudy,3,No,Not returned,1,25.1,Delivered,Thursday,12,35.93729372937294,1,Delayed
ORD-036721,2026-04-24,CUS-002646,Consumer,Chicago,United States,WH-001,New York,Pet Supplies,8.34,78.35,Economy,GlobalExpress,1416.3,9,13,Delivered,Yes,4,46.27,Large,Credit Card,Normal,Snow,2,No,Not returned,1,8.6,Delivered,Friday,4,5.547961630695444,4,Delayed
ORD-036722,2026-12-11,CUS-003722,Enterprise,Los Angeles,United States,WH-008,Sydney,Pet Supplies,0.46,156.18,Standard,EagleCourier,665.6,4,4,Delivered,No,0,19.71,Small,Debit Card,Low,Cloudy,4,No,Not returned,1,32.3,Delivered,Friday,12,42.84782608695652,0,On-time
ORD-036723,2026-12-07,CUS-003791,Consumer,Glasgow,United Kingdom,WH-009,Dubai,Electronics,0.78,641.09,Standard,SwiftShip,1882.6,5,6,Delivered,Yes,1,59.51,Large,Digital Wallet,Low,Rain,2,No,Not returned,1,8.6,Delivered,Monday,12,76.2948717948718,1,Delayed
ORD-036724,2026-08-13,CUS-005932,Small Business,Houston,United States,WH-004,Toronto,Fashion,0.75,32.37,Standard,GlobalExpress,2493.9,6,6,Delivered,No,0,63.85,Medium,Debit Card,High,Clear,4,No,Not returned,1,14.4,Delivered,Thursday,8,85.13333333333334,0,On-time
ORD-036725,2026-05-19,CUS-004961,Small Business,Marseille,France,WH-006,Berlin,Fashion,0.62,180.68,Standard,SwiftShip,2365.2,6,6,Delivered,No,0,63.21,Medium,Credit Card,High,Cloudy,4,No,Not returned,2,10.1,Delivered,Tuesday,5,101.95161290322581,0,On-time
ORD-036726,2026-11-12,CUS-005069,Consumer,Singapore,Singapore,WH-003,Chicago,Home & Kitchen,2.92,10.0,International,PrimeDelivery,4528.3,12,12,Delivered,No,0,360.2,Large,Cash on Delivery,Urgent,Clear,3,Yes,Damaged Package,2,1.9,Delivered,Thursday,11,123.35616438356165,0,On-time
ORD-036727,2026-06-11,CUS-000103,Small Business,Bangalore,India,WH-002,Los Angeles,Automotive,14.72,566.4,Standard,FastTrack Logistics,4705.3,7,7,Delivered,No,0,274.88,Oversized,Credit Card,High,Rain,3,No,Not returned,1,13.1,Delivered,Thursday,6,18.673913043478258,0,On-time
ORD-036728,2026-01-06,CUS-004059,Enterprise,Sapporo,Japan,WH-002,Los Angeles,Office Supplies,1.47,52.32,Same Day,BlueRoute,1130.8,1,1,Delivered,No,0,96.57,Medium,Credit Card,High,Extreme Heat,4,Yes,Product Defect,1,3.3,Delivered,Tuesday,1,65.6938775510204,0,On-time
ORD-036729,2026-07-07,CUS-006038,Consumer,Perth,Australia,WH-004,Toronto,Grocery,4.65,50.44,Standard,FastTrack Logistics,3395.2,6,7,Delivered,Yes,1,138.02,Large,PayPal,Normal,Cloudy,1,Yes,Product Defect,1,13.0,Delivered,Tuesday,7,29.68172043010753,1,Delayed
ORD-036730,2026-01-28,CUS-003976,Premium,Strasbourg,France,WH-001,New York,Electronics,2.85,1633.56,International,PrimeDelivery,3179.6,12,13,Delivered,Yes,1,305.86,Oversized,Cash on Delivery,High,Cloudy,2,Yes,Product Defect,1,2.5,Delivered,Wednesday,1,107.31929824561404,1,Delayed
ORD-036731,2026-02-13,CUS-002221,Small Business,Montreal,Canada,WH-002,Los Angeles,Fashion,1.42,10.28,International,SwiftShip,1388.5,11,10,Delivered,No,0,86.11,Medium,Credit Card,Normal,Clear,3,No,Not returned,2,5.0,Delivered,Friday,2,60.640845070422536,-1,Early
ORD-036732,2026-07-02,CUS-006322,Small Business,Chicago,United States,WH-003,Chicago,Office Supplies,0.1,41.52,Express,BlueRoute,43.4,2,2,Delivered,No,0,12.11,Medium,Credit Card,Normal,Cloudy,4,No,Not returned,2,12.4,Delivered,Thursday,7,121.1,0,On-time
ORD-036733,2026-09-18,CUS-001823,Consumer,Adelaide,Australia,WH-004,Toronto,Office Supplies,0.8,95.5,Standard,GlobalExpress,1380.7,5,6,Delivered,Yes,1,39.58,Medium,Digital Wallet,Low,Extreme Heat,2,Yes,Not as Described,1,9.3,Delivered,Friday,9,49.474999999999994,1,Delayed
ORD-036734,2026-11-22,CUS-004553,Consumer,Edmonton,Canada,WH-002,Los Angeles,Office Supplies,1.56,69.19,Standard,ParcelPro,854.9,5,6,Delivered,Yes,1,29.89,Medium,Credit Card,Normal,Storm,3,No,Not returned,1,26.0,Delivered,Sunday,11,19.16025641025641,1,Delayed
ORD-036735,2026-07-05,CUS-002203,Premium,Chicago,United States,WH-003,Chicago,Electronics,3.67,23.65,Standard,SpeedyCargo,47.9,4,5,Delivered,Yes,1,13.92,Large,PayPal,Normal,Storm,3,No,Not returned,1,29.2,Delivered,Sunday,7,3.79291553133515,1,Delayed
ORD-036736,2026-05-12,CUS-003786,Enterprise,Sapporo,Japan,WH-008,Sydney,Beauty,0.1,15.1,Express,FastTrack Logistics,2897.5,3,4,Delivered,Yes,1,116.29,Medium,PayPal,Normal,Snow,2,No,Not returned,2,18.1,Delivered,Tuesday,5,1162.9,1,Delayed
ORD-036737,2026-07-20,CUS-002952,Consumer,Dubai,United Arab Emirates,WH-003,Chicago,Home & Kitchen,2.5,221.84,Economy,ParcelPro,4781.7,11,16,Delivered,Yes,5,129.66,Large,Credit Card,Low,Cloudy,3,No,Not returned,1,6.6,Delivered,Monday,7,51.864,5,Delayed
ORD-036738,2026-09-13,CUS-001936,Small Business,Ottawa,Canada,WH-004,Toronto,Home & Kitchen,10.27,272.62,International,ParcelPro,4534.3,12,13,Delivered,Yes,1,500.0,Oversized,Credit Card,Urgent,Rain,2,No,Not returned,2,4.0,Delivered,Sunday,9,48.685491723466406,1,Delayed
ORD-036739,2026-12-01,CUS-005668,Consumer,Leeds,United Kingdom,WH-001,New York,Electronics,0.1,11.17,Standard,FastTrack Logistics,350.8,4,5,Delivered,Yes,1,11.58,Small,PayPal,Normal,Rain,4,No,Not returned,1,19.6,Delivered,Tuesday,12,115.8,1,Delayed
ORD-036740,2026-02-23,CUS-003967,Consumer,Birmingham,United Kingdom,WH-003,Chicago,Fashion,0.35,69.23,Standard,FastTrack Logistics,393.4,4,4,Delivered,No,0,10.46,Small,Credit Card,High,Cloudy,4,Yes,Wrong Item,1,10.5,Delivered,Monday,2,29.88571428571429,0,On-time
ORD-036741,2026-06-01,CUS-000316,Consumer,Glasgow,United Kingdom,WH-003,Chicago,Office Supplies,1.22,83.66,Standard,BlueRoute,2354.5,6,8,In Transit,Yes,2,62.23,Medium,Credit Card,High,Snow,2,No,Not returned,2,9.2,In Transit,Monday,6,51.00819672131147,2,Delayed
ORD-036742,2026-09-28,CUS-005936,Consumer,Melbourne,Australia,WH-003,Chicago,Home & Kitchen,0.72,189.99,Express,SpeedyCargo,6366.5,5,8,Delivered,Yes,3,268.16,Medium,PayPal,Normal,Snow,3,No,Not returned,1,21.6,Delivered,Monday,9,372.4444444444445,3,Delayed
ORD-036743,2026-02-14,CUS-005520,Premium,Lyon,France,WH-007,Paris,Grocery,3.47,199.03,International,GlobalExpress,2872.3,11,12,Delivered,Yes,1,210.82,Large,Digital Wallet,Normal,Cloudy,3,Yes,Not as Described,1,12.9,Delivered,Saturday,2,60.7550432276657,1,Delayed
ORD-036744,2026-09-07,CUS-003561,Consumer,Hamburg,Germany,WH-008,Sydney,Fashion,0.53,10.0,International,PrimeDelivery,1472.1,11,13,Delivered,Yes,2,82.02,Medium,Bank Transfer,High,Cloudy,2,No,Not returned,1,7.7,Delivered,Monday,9,154.75471698113205,2,Delayed
ORD-036745,2026-12-17,CUS-005792,Consumer,Edmonton,Canada,WH-009,Dubai,Home & Kitchen,0.1,10.0,International,ParcelPro,1091.4,11,10,Delivered,No,0,53.08,Small,Credit Card,Normal,Cloudy,4,No,Not returned,1,27.6,Delivered,Thursday,12,530.8,-1,Early
ORD-036746,2026-06-18,CUS-005260,Consumer,Perth,Australia,WH-001,New York,Grocery,2.2,79.91,Express,FastTrack Logistics,571.2,2,2,Delivered,No,0,64.06,Oversized,Bank Transfer,Normal,Clear,4,No,Not returned,1,9.1,Delivered,Thursday,6,29.118181818181817,0,On-time
